"일련번호","시장/마트 번호","시장/마트 이름","품목 번호","품목 이름","실판매규격","가격(원)","년도-월","비고","점검일자","시장유형 구분(시장/마트) 코드","시장유형 구분(시장/마트) 이름","자치구 코드","자치구 이름"
"1301306","114","현대시장","311","오이(다다기)","1개","500","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301307","114","현대시장","119","호박(인큐베이터)","1개","1000","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301308","114","현대시장","58","쇠고기(한우불고기)","1등급(600g)","27000","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301309","114","현대시장","202","돼지고기(생삼겹살)","1등급(600g)","17000","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301310","114","현대시장","283","닭고기(육계)","1마리(1kg)","7000","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301311","114","현대시장","171","달걀(10개)","10개","1500","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301312","114","현대시장","320","달걀(30개)","30개","4500","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301313","114","현대시장","260","조기(냉동수입산)","1마리(25cm)","3000","2018-09","중국","2018-09-27","001","전통시장","545000","금천구"
"1301314","114","현대시장","152","명태(러시아냉동)","1마리(45cm)","5000","2018-09","러시아","2018-09-27","001","전통시장","545000","금천구"
"1301315","114","현대시장","254","오징어(생물국산)","1마리(25cm)","4000","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301316","114","현대시장","266","고등어(생물국산)","1마리(25cm)","2000","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301317","115","남문시장","305","사과(부사 300g)","1개","2500","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301318","115","남문시장","306","배(신고 600g)","1개","3000","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301319","115","남문시장","307","배추(2.5~3kg)","1개","5000","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301320","115","남문시장","308","무(1kg)","1개","2500","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301321","115","남문시장","309","양파(1.5kg망)","1개","3500","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301322","115","남문시장","310","상추(100g)","1개","1500","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301323","115","남문시장","311","오이(다다기)","1개","500","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301324","115","남문시장","119","호박(인큐베이터)","1개","1000","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301325","115","남문시장","58","쇠고기(한우불고기)","1등급(600g)","25000","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301326","115","남문시장","202","돼지고기(생삼겹살)","1등급(600g)","15000","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301327","115","남문시장","283","닭고기(육계)","1마리(1kg)","6500","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301328","115","남문시장","171","달걀(10개)","10개","1500","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301329","115","남문시장","320","달걀(30개)","30개","4500","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301330","115","남문시장","135","조기(중국산생물)","1마리(25cm)","3000","2018-09","중국산","2018-09-27","001","전통시장","545000","금천구"
"1301331","115","남문시장","152","명태(러시아냉동)","1마리(45cm)","3000","2018-09","러시아","2018-09-27","001","전통시장","545000","금천구"
"1301332","115","남문시장","254","오징어(생물국산)","1마리(25cm)","3000","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301333","115","남문시장","266","고등어(생물국산)","1마리(25cm)","3000","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301334","222","홈플러스 독산점","305","사과(부사 300g)","1개","4300","2018-09","국산","2018-09-27","002","대형마트","545000","금천구"
"1301335","222","홈플러스 독산점","306","배(신고 600g)","1개","4300","2018-09","국산","2018-09-27","002","대형마트","545000","금천구"
"1301336","222","홈플러스 독산점","307","배추(2.5~3kg)","1개","5490","2018-09","국산","2018-09-27","002","대형마트","545000","금천구"
"1301337","222","홈플러스 독산점","308","무(1kg)","1개","2990","2018-09","국산","2018-09-27","002","대형마트","545000","금천구"
"1301338","222","홈플러스 독산점","309","양파(1.5kg망)","1개","3190","2018-09","국산","2018-09-27","002","대형마트","545000","금천구"
"1301339","222","홈플러스 독산점","310","상추(100g)","1개","1160","2018-09","국산","2018-09-27","002","대형마트","545000","금천구"
"1301340","222","홈플러스 독산점","311","오이(다다기)","1개","890","2018-09","국산","2018-09-27","002","대형마트","545000","금천구"
"1301341","222","홈플러스 독산점","119","호박(인큐베이터)","1개","1790","2018-09","국산","2018-09-27","002","대형마트","545000","금천구"
"1301342","222","홈플러스 독산점","58","쇠고기(한우불고기)","1등급(600g)","25740","2018-09","농협안심한우","2018-09-27","002","대형마트","545000","금천구"
"1301343","222","홈플러스 독산점","202","돼지고기(생삼겹살)","1등급(600g)","16320","2018-09","국산","2018-09-27","002","대형마트","545000","금천구"
"1301344","222","홈플러스 독산점","283","닭고기(육계)","1마리(1kg)","4740","2018-09","국산","2018-09-27","002","대형마트","545000","금천구"
"1301345","222","홈플러스 독산점","171","달걀(10개)","10개","2690","2018-09","국산","2018-09-27","002","대형마트","545000","금천구"
"1301346","222","홈플러스 독산점","320","달걀(30개)","30개","5590","2018-09","국산","2018-09-27","002","대형마트","545000","금천구"
"1301347","222","홈플러스 독산점","258","조기(생물국산)","1마리(25cm)","5490","2018-09","국산","2018-09-27","002","대형마트","545000","금천구"
"1301348","222","홈플러스 독산점","264","명태(냉동수입산)","1마리(45cm)","4990","2018-09","캐나다산","2018-09-27","002","대형마트","545000","금천구"
"1301349","222","홈플러스 독산점","254","오징어(생물국산)","1마리(25cm)","4590","2018-09","국산","2018-09-27","002","대형마트","545000","금천구"
"1301350","222","홈플러스 독산점","269","고등어(냉동수입산)","1마리(25cm)","2990","2018-09","노르웨이","2018-09-27","002","대형마트","545000","금천구"
"1301351","116","홈플러스 시흥점","305","사과(부사 300g)","1개","4300","2018-09","국산","2018-09-27","002","대형마트","545000","금천구"
"1301352","116","홈플러스 시흥점","306","배(신고 600g)","1개","4300","2018-09","국산","2018-09-27","002","대형마트","545000","금천구"
"1301353","116","홈플러스 시흥점","307","배추(2.5~3kg)","1개","5490","2018-09","국산","2018-09-27","002","대형마트","545000","금천구"
"1301354","116","홈플러스 시흥점","308","무(1kg)","1개","2990","2018-09","국산","2018-09-27","002","대형마트","545000","금천구"
"1301355","116","홈플러스 시흥점","309","양파(1.5kg망)","1개","3190","2018-09","국산","2018-09-27","002","대형마트","545000","금천구"
"1301356","116","홈플러스 시흥점","310","상추(100g)","1개","1160","2018-09","국산","2018-09-27","002","대형마트","545000","금천구"
"1301357","116","홈플러스 시흥점","311","오이(다다기)","1개","890","2018-09","국산","2018-09-27","002","대형마트","545000","금천구"
"1301358","116","홈플러스 시흥점","119","호박(인큐베이터)","1개","1790","2018-09","국산","2018-09-27","002","대형마트","545000","금천구"
"1301359","116","홈플러스 시흥점","58","쇠고기(한우불고기)","1등급(600g)","25740","2018-09","농협안심한우","2018-09-27","002","대형마트","545000","금천구"
"1301360","116","홈플러스 시흥점","202","돼지고기(생삼겹살)","1등급(600g)","16320","2018-09","국산","2018-09-27","002","대형마트","545000","금천구"
"1301361","116","홈플러스 시흥점","283","닭고기(육계)","1마리(1kg)","4740","2018-09","국산","2018-09-27","002","대형마트","545000","금천구"
"1301362","116","홈플러스 시흥점","171","달걀(10개)","10개","2690","2018-09","국산","2018-09-27","002","대형마트","545000","금천구"
"1301363","116","홈플러스 시흥점","320","달걀(30개)","30개","5590","2018-09","국산","2018-09-27","002","대형마트","545000","금천구"
"1301364","116","홈플러스 시흥점","258","조기(생물국산)","1마리(25cm)","5490","2018-09","국산","2018-09-27","002","대형마트","545000","금천구"
"1301365","116","홈플러스 시흥점","264","명태(냉동수입산)","1마리(45cm)","4990","2018-09","캐나다산","2018-09-27","002","대형마트","545000","금천구"
"1301366","116","홈플러스 시흥점","254","오징어(생물국산)","1마리(25cm)","4590","2018-09","국산","2018-09-27","002","대형마트","545000","금천구"
"1301367","116","홈플러스 시흥점","318","고등어(30cm수입산)","1마리(25cm)","2990","2018-09","노르웨이","2018-09-27","002","대형마트","545000","금천구"
"1301368","22","이마트 여의도점","28","사과","1개","1123","2018-09","8/8980","2018-09-27","002","대형마트","560000","영등포구"
"1301369","22","이마트 여의도점","27","배","1개","2120","2018-09","4/8480","2018-09-27","002","대형마트","560000","영등포구"
"1301370","22","이마트 여의도점","26","배추","1포기","4980","2018-09","","2018-09-27","002","대형마트","560000","영등포구"
"1301371","22","이마트 여의도점","25","무","1개","3480","2018-09","","2018-09-27","002","대형마트","560000","영등포구"
"1301372","22","이마트 여의도점","24","양파","1망","3480","2018-09","","2018-09-27","002","대형마트","560000","영등포구"
"1301373","22","이마트 여의도점","23","상추","1봉지","2900","2018-09","","2018-09-27","002","대형마트","560000","영등포구"
"1301374","22","이마트 여의도점","311","오이(다다기)","1개","690","2018-09","","2018-09-27","002","대형마트","560000","영등포구"
"1301375","22","이마트 여의도점","312","애호박","1개 ","1290","2018-09","","2018-09-27","002","대형마트","560000","영등포구"
"1301376","22","이마트 여의도점","131","쇠고기(한우1등급)","600g","27000","2018-09","100/4500","2018-09-27","002","대형마트","560000","영등포구"
"1301377","22","이마트 여의도점","202","돼지고기(생삼겹살)","600g","11340","2018-09","100/1890","2018-09-27","002","대형마트","560000","영등포구"
"1301378","22","이마트 여의도점","18","닭고기","1kg","5800","2018-09","","2018-09-27","002","대형마트","560000","영등포구"
"1301379","22","이마트 여의도점","171","달걀(10개)","10개","2380","2018-09","","2018-09-27","002","대형마트","560000","영등포구"
"1301380","22","이마트 여의도점","320","달걀(30개)","30개","5780","2018-09","","2018-09-27","002","대형마트","560000","영등포구"
"1301381","22","이마트 여의도점","303","조기","1마리 ","1580","2018-09","소","2018-09-27","002","대형마트","560000","영등포구"
"1301382","22","이마트 여의도점","315","명태(45cm수입산)","1마리 ","0","2018-09","","2018-09-27","002","대형마트","560000","영등포구"
